sample_id,sample_name,step,metric,value,dataset,project,source_file,step_label
GFB-64245,DMF5CDR3bGIG012xnegative,01_preprocessing,reads_in_total,34906314,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64245,DMF5CDR3bGIG012xnegative,01_preprocessing,reads_out_total,15966322,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64245,DMF5CDR3bGIG012xnegative,01_preprocessing,reads_lost_trimming,18939992,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64245,DMF5CDR3bGIG012xnegative,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64246,DMF5CDR3bGIG032xnegative,01_preprocessing,reads_in_total,18453526,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64246,DMF5CDR3bGIG032xnegative,01_preprocessing,reads_out_total,7399731,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64246,DMF5CDR3bGIG032xnegative,01_preprocessing,reads_lost_trimming,11053795,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64246,DMF5CDR3bGIG032xnegative,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64247,DMF5CDR3bGIG042xnegative,01_preprocessing,reads_in_total,45684103,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64247,DMF5CDR3bGIG042xnegative,01_preprocessing,reads_out_total,25382490,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64247,DMF5CDR3bGIG042xnegative,01_preprocessing,reads_lost_trimming,20301613,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64247,DMF5CDR3bGIG042xnegative,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64248,DMF5CDR3bGIG052xnegative,01_preprocessing,reads_in_total,22043894,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64248,DMF5CDR3bGIG052xnegative,01_preprocessing,reads_out_total,10162321,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64248,DMF5CDR3bGIG052xnegative,01_preprocessing,reads_lost_trimming,11881573,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64248,DMF5CDR3bGIG052xnegative,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64249,DMF5CDR3bDRG012xnegative,01_preprocessing,reads_in_total,19220198,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64249,DMF5CDR3bDRG012xnegative,01_preprocessing,reads_out_total,8406544,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64249,DMF5CDR3bDRG012xnegative,01_preprocessing,reads_lost_trimming,10813654,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64249,DMF5CDR3bDRG012xnegative,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64250,DMF5CDR3bDRG042xnegative,01_preprocessing,reads_in_total,12012100,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64250,DMF5CDR3bDRG042xnegative,01_preprocessing,reads_out_total,4830741,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64250,DMF5CDR3bDRG042xnegative,01_preprocessing,reads_lost_trimming,7181359,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64250,DMF5CDR3bDRG042xnegative,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64251,DMF5CDR3bGIG011xpositive,01_preprocessing,reads_in_total,6677176,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64251,DMF5CDR3bGIG011xpositive,01_preprocessing,reads_out_total,2565621,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64251,DMF5CDR3bGIG011xpositive,01_preprocessing,reads_lost_trimming,4111555,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64251,DMF5CDR3bGIG011xpositive,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64252,DMF5CDR3bGIG031xpositive,01_preprocessing,reads_in_total,10414313,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64252,DMF5CDR3bGIG031xpositive,01_preprocessing,reads_out_total,5667752,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64252,DMF5CDR3bGIG031xpositive,01_preprocessing,reads_lost_trimming,4746561,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64252,DMF5CDR3bGIG031xpositive,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64253,DMF5CDR3bGIG041xpositive,01_preprocessing,reads_in_total,953293,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64253,DMF5CDR3bGIG041xpositive,01_preprocessing,reads_out_total,407511,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64253,DMF5CDR3bGIG041xpositive,01_preprocessing,reads_lost_trimming,545782,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64253,DMF5CDR3bGIG041xpositive,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64254,DMF5CDR3bGIG051xpositive,01_preprocessing,reads_in_total,16597455,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64254,DMF5CDR3bGIG051xpositive,01_preprocessing,reads_out_total,7214327,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64254,DMF5CDR3bGIG051xpositive,01_preprocessing,reads_lost_trimming,9383128,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64254,DMF5CDR3bGIG051xpositive,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64255,DMF5CDR3bDRG011xpositive,01_preprocessing,reads_in_total,5877350,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64255,DMF5CDR3bDRG011xpositive,01_preprocessing,reads_out_total,2873451,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64255,DMF5CDR3bDRG011xpositive,01_preprocessing,reads_lost_trimming,3003899,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64255,DMF5CDR3bDRG011xpositive,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64256,DMF5CDR3bDRG041xpositive,01_preprocessing,reads_in_total,12234064,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64256,DMF5CDR3bDRG041xpositive,01_preprocessing,reads_out_total,5019407,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64256,DMF5CDR3bDRG041xpositive,01_preprocessing,reads_lost_trimming,7214657,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64256,DMF5CDR3bDRG041xpositive,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64257,DMF5CDR3bGIG012xpositive,01_preprocessing,reads_in_total,18651963,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64257,DMF5CDR3bGIG012xpositive,01_preprocessing,reads_out_total,10312935,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64257,DMF5CDR3bGIG012xpositive,01_preprocessing,reads_lost_trimming,8339028,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64257,DMF5CDR3bGIG012xpositive,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64258,DMF5CDR3bGIG032xpositive,01_preprocessing,reads_in_total,5966944,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64258,DMF5CDR3bGIG032xpositive,01_preprocessing,reads_out_total,3313605,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64258,DMF5CDR3bGIG032xpositive,01_preprocessing,reads_lost_trimming,2653339,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64258,DMF5CDR3bGIG032xpositive,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64259,DMF5CDR3bGIG042xpositive,01_preprocessing,reads_in_total,15915981,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64259,DMF5CDR3bGIG042xpositive,01_preprocessing,reads_out_total,7928506,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64259,DMF5CDR3bGIG042xpositive,01_preprocessing,reads_lost_trimming,7987475,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64259,DMF5CDR3bGIG042xpositive,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64260,DMF5CDR3bGIG052xpositive,01_preprocessing,reads_in_total,21302932,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64260,DMF5CDR3bGIG052xpositive,01_preprocessing,reads_out_total,11193196,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64260,DMF5CDR3bGIG052xpositive,01_preprocessing,reads_lost_trimming,10109736,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64260,DMF5CDR3bGIG052xpositive,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64261,DMF5CDR3bDRG012xpositive,01_preprocessing,reads_in_total,8485910,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64261,DMF5CDR3bDRG012xpositive,01_preprocessing,reads_out_total,4431309,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64261,DMF5CDR3bDRG012xpositive,01_preprocessing,reads_lost_trimming,4054601,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64261,DMF5CDR3bDRG012xpositive,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64262,DMF5CDR3bDRG042xpositive,01_preprocessing,reads_in_total,48744321,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64262,DMF5CDR3bDRG042xpositive,01_preprocessing,reads_out_total,29770727,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64262,DMF5CDR3bDRG042xpositive,01_preprocessing,reads_lost_trimming,18973594,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64262,DMF5CDR3bDRG042xpositive,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64263,DMF5CDR3borilib,01_preprocessing,reads_in_total,63429054,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64263,DMF5CDR3borilib,01_preprocessing,reads_out_total,23446648,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64263,DMF5CDR3borilib,01_preprocessing,reads_lost_trimming,39982406,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64263,DMF5CDR3borilib,01_preprocessing,n_input_fastqs,2,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/01_preprocessed/22_05_2026_minLenght110_QScore30/per_sample_metrics.tsv,01 preprocessing
GFB-64253,DMF5CDR3bGIG041xpositive,02_umi_consensus,reads_in,407511,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64253,DMF5CDR3bGIG041xpositive,02_umi_consensus,reads_lost_too_short,0,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64253,DMF5CDR3bGIG041xpositive,02_umi_consensus,reads_lost_no_anchor,183044,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64253,DMF5CDR3bGIG041xpositive,02_umi_consensus,reads_lost_anchor_wrong_pos,1130,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64253,DMF5CDR3bGIG041xpositive,02_umi_consensus,reads_lost_empty_insert,0,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64253,DMF5CDR3bGIG041xpositive,02_umi_consensus,reads_in_consensus,94433,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64253,DMF5CDR3bGIG041xpositive,02_umi_consensus,reads_in_singletons,128904,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64253,DMF5CDR3bGIG041xpositive,02_umi_consensus,umis_total,168908,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64253,DMF5CDR3bGIG041xpositive,02_umi_consensus,umis_consensus,40004,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64253,DMF5CDR3bGIG041xpositive,02_umi_consensus,umis_singleton,128904,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64255,DMF5CDR3bDRG011xpositive,02_umi_consensus,reads_in,2873451,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64255,DMF5CDR3bDRG011xpositive,02_umi_consensus,reads_lost_too_short,0,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64255,DMF5CDR3bDRG011xpositive,02_umi_consensus,reads_lost_no_anchor,1408057,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64255,DMF5CDR3bDRG011xpositive,02_umi_consensus,reads_lost_anchor_wrong_pos,7792,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64255,DMF5CDR3bDRG011xpositive,02_umi_consensus,reads_lost_empty_insert,0,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64255,DMF5CDR3bDRG011xpositive,02_umi_consensus,reads_in_consensus,1076847,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64255,DMF5CDR3bDRG011xpositive,02_umi_consensus,reads_in_singletons,380755,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64255,DMF5CDR3bDRG011xpositive,02_umi_consensus,umis_total,717978,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64255,DMF5CDR3bDRG011xpositive,02_umi_consensus,umis_consensus,337223,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64255,DMF5CDR3bDRG011xpositive,02_umi_consensus,umis_singleton,380755,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64251,DMF5CDR3bGIG011xpositive,02_umi_consensus,reads_in,2565621,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64251,DMF5CDR3bGIG011xpositive,02_umi_consensus,reads_lost_too_short,0,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64251,DMF5CDR3bGIG011xpositive,02_umi_consensus,reads_lost_no_anchor,878019,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64251,DMF5CDR3bGIG011xpositive,02_umi_consensus,reads_lost_anchor_wrong_pos,7213,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64251,DMF5CDR3bGIG011xpositive,02_umi_consensus,reads_lost_empty_insert,0,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64251,DMF5CDR3bGIG011xpositive,02_umi_consensus,reads_in_consensus,1265603,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64251,DMF5CDR3bGIG011xpositive,02_umi_consensus,reads_in_singletons,414786,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64251,DMF5CDR3bGIG011xpositive,02_umi_consensus,umis_total,805924,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64251,DMF5CDR3bGIG011xpositive,02_umi_consensus,umis_consensus,391138,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64251,DMF5CDR3bGIG011xpositive,02_umi_consensus,umis_singleton,414786,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64258,DMF5CDR3bGIG032xpositive,02_umi_consensus,reads_in,3313605,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64258,DMF5CDR3bGIG032xpositive,02_umi_consensus,reads_lost_too_short,0,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64258,DMF5CDR3bGIG032xpositive,02_umi_consensus,reads_lost_no_anchor,1507203,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
GFB-64258,DMF5CDR3bGIG032xpositive,02_umi_consensus,reads_lost_anchor_wrong_pos,8926,DMF5,P3481_LUCA-TCRDMF5,data/P3481_LUCA-TCRDMF5/02_umi/per_sample_metrics.tsv,02 UMI consensus
